Category,Message,text_length,clean_text
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,157,text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recdthirtyeight pence
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,50,printed oh ltgt come upstairs
ham,Or ill be a little closer like at the bus stop on the same street,65,ill little closer like bus stop street
ham,Where are you?when wil you reach here?,38,youwhen wil reach
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",145,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,145,u secret admirer looking make contact ufind rreveal thinks ur specialcall
ham,Tomarrow final hearing on my laptop case so i cant.,51,tomarrow final hearing laptop case cant
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,45,pleassssssseeeeee tel v avent done sportsx
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",83,okay shining meant signing sounds better
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",155,although told u dat im baig face watches really like e watch u gave cos fr u thanx everything dat uve done today im touched
ham,U don't remember that old commercial?,37,u dont remember old commercial
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,78,late said website didnt dont slippers
ham,I asked you to call him now ok,30,asked call ok
ham,Kallis wont bat in 2nd innings.,31,kallis wont bat nd innings
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,146,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,150,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music tncs wwwldewcomwinppmxage
ham,Ranjith cal drpd Deeraj and deepak 5min hold,44,ranjith cal drpd deeraj deepak min hold
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
ham,What you doing?how are you?,27,doinghow
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",179,ups days also shipping company takes wks way usps takes week gets lag may bribe nipost get stuff
ham,"I'm back, lemme know when you're ready",38,im back lemme know youre ready
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,97,dont necessarily expect done get back though im headin
ham,Mmm so yummy babe ... Nice jolt to the suzy,43,mmm yummy babe nice jolt suzy
ham,Where are you lover ? I need you ...,36,lover need
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,154,tried contact reply offer video handset anytime networks mins unlimited text camcorder reply call
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,72,i‘m parked next mini coming today think
ham,Yup,3,yup
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,85,anyway im going shopping cos sis done yet dun disturb u liao
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,51,luton ring ur around h
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,121,hey really horny want chat see naked text hot text charged pm unsubscribe text stop
ham,Why you Dint come with us.,26,dint come us
ham,Same. Wana plan a trip sometme then,35,wana plan trip sometme
ham,"Not sure yet, still trying to get a hold of him",47,sure yet still trying get hold
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,159,ur ringtone service changed free credits go clubmobilescom choose content stop txt club stop pwk club po box mk wt
ham,The evo. I just had to download flash. Jealous?,47,evo download flash jealous
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,133,ringtone club get uk singles chart mobile week choose top quality ringtone message free charge
ham,"Come to mu, we're sorting out our narcotics situation",53,come mu sorting narcotics situation
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",147,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv infowwwpercentrealcom
ham,"Usf I guess, might as well take 1 car",37,usf guess might well take car
ham,No objection. My bf not coming.,31,objection bf coming
ham,Thanx...,8,thanx
ham,Tell rob to mack his gf in the theater,38,tell rob mack gf theater
ham,"Awesome, I'll see you in a bit",30,awesome ill see bit
ham,Just sent it. So what type of food do you like?,47,sent type food like
ham,All done? All handed in? Celebrations in full swing yet?,56,done handed celebrations full swing yet
ham,You got called a tool?,22,got called tool
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",141,wen u miss someone person definitely special u person special miss keepintouch gdeve
ham,Ok. I asked for money how far,29,ok asked money far
ham,Okie...,7,okie
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",121,yeah think usual guys still passed last night get ahold anybody let know ill throw
ham,"K, I might come by tonight then if my class lets out early",58,k might come tonight class lets early
ham,Ok..,4,ok
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,148,hi baby im cruisin girl friend r u give call hour home thats alright fone fone love jenny xxx
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,life means lot love life love people life world calls friends call world ge
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",152,dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense
ham,Hey you told your name to gautham ah?,37,hey told name gautham ah
ham,Haf u found him? I feel so stupid da v cam was working.,55,haf u found feel stupid da v cam working
ham,Oops. 4 got that bit.,21,oops got bit
ham,Are you this much buzy,22,much buzy
ham,I accidentally deleted the message. Resend please.,50,accidentally deleted message resend please
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,159,tmobile customer may claim free camera phone upgrade pay go sim card loyalty call offer ends thfebtcs apply
ham,Unless it's a situation where YOU GO GURL would be more appropriate,67,unless situation go gurl would appropriate
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,153,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
ham,I cant pick the phone right now. Pls send a message,51,cant pick phone right pls send message
ham,Need a coffee run tomo?Can't believe it's that time of week already,67,need coffee run tomocant believe time week already
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",88,awesome remember last time got somebody high first time diesel v
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",157,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,90,oh way food fridge want go meal tonight
ham,He is a womdarfull actor,24,womdarfull actor
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",146,sms ac blind date u rodds aberdeen united kingdom check sms acwicmbcktzr blind dates send hide
ham,Yup... From what i remb... I think should be can book...,56,yup remb think book
ham,Jos ask if u wana meet up?,26,jos ask u wana meet
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,71,lol yes friendship hanging thread cause u wont buy stuff
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",138,themob check newest selection content games tones gossip babes sport keep mobile fit funky text wap
